Ulke,Cinsiyet,Tedavi_Turu,Fiyat_(Eur),Basvuru_Kanali,Bizim_ilk_Tepki_Suremiz_(sn),Musterinin_ilk_Tepki_Suresi_(sn),Musterinin_ilk_Mesaj_Uzunlugu_(harf_sayisi),Satis_Oldu_Mu
Italya,Kadin,Dis,2500,Form,100,150,20,Hayir
Italya,Kadin,Dis,2500,Form,100,200,30,Hayir
Italya,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Italya,Erkek,Dis,2500,Form,100,150,80,Evet
Italya,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Italya,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Italya,Kadin,Dis,2500,Form,100,150,20,Hayir
Italya,Kadin,Dis,2500,Form,100,200,30,Hayir
Italya,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Italya,Erkek,Dis,2500,Form,100,150,80,Evet
Italya,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Italya,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Italya,Kadin,Dis,2500,Form,100,150,20,Hayir
Italya,Kadin,Dis,2500,Form,100,200,30,Hayir
Italya,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Italya,Erkek,Dis,2500,Form,100,150,80,Evet
Italya,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Italya,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvicre,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvicre,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvicre,Erkek,Dis,2500,Form,100,150,80,Evet
Isvicre,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvicre,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvicre,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvicre,Erkek,Dis,2500,Form,100,150,80,Evet
Isvicre,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvicre,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvicre,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvicre,Erkek,Dis,2500,Form,100,150,80,Evet
Isvicre,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvicre,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvicre,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvicre,Erkek,Dis,2500,Form,100,150,80,Evet
Isvicre,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Kanada,Kadin,Dis,2500,Form,100,150,20,Hayir
Kanada,Kadin,Dis,2500,Form,100,200,30,Hayir
Kanada,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Kanada,Erkek,Dis,2500,Form,100,150,80,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Kanada,Kadin,Dis,2500,Form,100,150,20,Hayir
Kanada,Kadin,Dis,2500,Form,100,200,30,Evet
Kanada,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Kanada,Erkek,Dis,2500,Form,100,150,80,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Kanada,Kadin,Dis,2500,Form,100,150,20,Hayir
Kanada,Kadin,Dis,2500,Form,100,200,30,Evet
Kanada,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Kanada,Erkek,Dis,2500,Form,100,150,80,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Kanada,Kadin,Dis,2500,Form,100,150,20,Hayir
Kanada,Kadin,Dis,2500,Form,100,200,30,Evet
Kanada,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Kanada,Erkek,Dis,2500,Form,100,150,80,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Kanada,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Katar,Kadin,Dis,2500,Form,100,150,20,Hayir
Katar,Kadin,Dis,2500,Form,100,200,30,Hayir
Katar,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Katar,Erkek,Dis,2500,Form,100,150,80,Hayir
Katar,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Katar,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Katar,Kadin,Dis,2500,Form,100,150,20,Hayir
Katar,Kadin,Dis,2500,Form,100,200,30,Hayir
Katar,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Katar,Erkek,Dis,2500,Form,100,150,80,Hayir
Katar,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Katar,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Katar,Kadin,Dis,2500,Form,100,150,20,Hayir
Katar,Kadin,Dis,2500,Form,100,200,30,Hayir
Katar,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Katar,Erkek,Dis,2500,Form,100,150,80,Hayir
Katar,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Katar,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Katar,Kadin,Dis,2500,Form,100,150,20,Hayir
Katar,Kadin,Dis,2500,Form,100,200,30,Evet
Katar,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Katar,Erkek,Dis,2500,Form,100,150,80,Hayir
Katar,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Katar,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvec,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvec,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvec,Erkek,Dis,2500,Form,100,150,80,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Isvec,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvec,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvec,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvec,Erkek,Dis,2500,Form,100,150,80,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,200,120,Evet
Isvec,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvec,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvec,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvec,Erkek,Dis,2500,Form,100,150,80,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Isvec,Kadin,Dis,2500,Form,100,150,20,Hayir
Isvec,Kadin,Dis,2500,Form,100,200,30,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,100,500,30,Hayir
Isvec,Erkek,Dis,2500,Form,100,150,80,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,200,120,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,100,500,120,Hayir
Almanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Almanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Almanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Almanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Almanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Almanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Almanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Almanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Amerika,Kadin,Dis,2500,Form,300,500,20,Hayir
Amerika,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Amerika,Erkek,Dis,2500,Form,300,300,50,Hayir
Amerika,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Amerika,Kadin,Dis,2500,Form,300,500,20,Hayir
Amerika,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Amerika,Erkek,Dis,2500,Form,300,300,50,Hayir
Amerika,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Amerika,Kadin,Dis,2500,Form,300,500,20,Hayir
Amerika,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Amerika,Erkek,Dis,2500,Form,300,300,50,Hayir
Amerika,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Amerika,Kadin,Dis,2500,Form,300,500,20,Hayir
Amerika,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Amerika,Erkek,Dis,2500,Form,300,300,50,Hayir
Amerika,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Fransa,Kadin,Dis,2500,Form,300,500,20,Hayir
Fransa,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Fransa,Erkek,Dis,2500,Form,300,300,50,Hayir
Fransa,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Fransa,Kadin,Dis,2500,Form,300,500,20,Hayir
Fransa,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Fransa,Erkek,Dis,2500,Form,300,300,50,Hayir
Fransa,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Fransa,Kadin,Dis,2500,Form,300,500,20,Hayir
Fransa,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Fransa,Erkek,Dis,2500,Form,300,300,50,Hayir
Fransa,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Fransa,Kadin,Dis,2500,Form,300,500,20,Hayir
Fransa,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Fransa,Erkek,Dis,2500,Form,300,300,50,Hayir
Fransa,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ingiltere,Kadin,Dis,2500,Form,300,500,20,Hayir
Ingiltere,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ingiltere,Erkek,Dis,2500,Form,300,300,50,Hayir
Ingiltere,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ingiltere,Kadin,Dis,2500,Form,300,500,20,Hayir
Ingiltere,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ingiltere,Erkek,Dis,2500,Form,300,300,50,Hayir
Ingiltere,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ingiltere,Kadin,Dis,2500,Form,300,500,20,Hayir
Ingiltere,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ingiltere,Erkek,Dis,2500,Form,300,300,50,Hayir
Ingiltere,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ingiltere,Kadin,Dis,2500,Form,300,500,20,Hayir
Ingiltere,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ingiltere,Erkek,Dis,2500,Form,300,300,50,Hayir
Ingiltere,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ispanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Ispanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ispanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Ispanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ispanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Ispanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ispanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Ispanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ispanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Ispanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ispanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Ispanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Ispanya,Kadin,Dis,2500,Form,300,500,20,Hayir
Ispanya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Ispanya,Erkek,Dis,2500,Form,300,300,50,Hayir
Ispanya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Italya,Kadin,Dis,2500,Form,300,500,20,Hayir
Italya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Italya,Erkek,Dis,2500,Form,300,300,50,Hayir
Italya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Italya,Kadin,Dis,2500,Form,300,500,20,Hayir
Italya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Italya,Erkek,Dis,2500,Form,300,300,50,Hayir
Italya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Italya,Kadin,Dis,2500,Form,300,500,20,Hayir
Italya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Italya,Erkek,Dis,2500,Form,300,300,50,Hayir
Italya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Italya,Kadin,Dis,2500,Form,300,500,20,Hayir
Italya,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Italya,Erkek,Dis,2500,Form,300,300,50,Hayir
Italya,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvicre,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvicre,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvicre,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvicre,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvicre,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvicre,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvicre,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvicre,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvicre,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvicre,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Kanada,Kadin,Dis,2500,Form,300,500,20,Hayir
Kanada,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Kanada,Erkek,Dis,2500,Form,300,300,50,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Kanada,Kadin,Dis,2500,Form,300,500,20,Hayir
Kanada,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Kanada,Erkek,Dis,2500,Form,300,300,50,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Kanada,Kadin,Dis,2500,Form,300,500,20,Hayir
Kanada,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Kanada,Erkek,Dis,2500,Form,300,300,50,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Kanada,Kadin,Dis,2500,Form,300,500,20,Hayir
Kanada,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Kanada,Erkek,Dis,2500,Form,300,300,50,Hayir
Kanada,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Katar,Kadin,Dis,2500,Form,300,500,20,Hayir
Katar,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Katar,Erkek,Dis,2500,Form,300,300,50,Hayir
Katar,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Katar,Kadin,Dis,2500,Form,300,500,20,Hayir
Katar,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Katar,Erkek,Dis,2500,Form,300,300,50,Hayir
Katar,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Katar,Kadin,Dis,2500,Form,300,500,20,Hayir
Katar,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Katar,Erkek,Dis,2500,Form,300,300,50,Hayir
Katar,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Katar,Kadin,Dis,2500,Form,300,500,20,Hayir
Katar,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Katar,Erkek,Dis,2500,Form,300,300,50,Hayir
Katar,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvec,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvec,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvec,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvec,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvec,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvec,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Isvec,Kadin,Dis,2500,Form,300,500,20,Hayir
Isvec,Kadin,Dis,2500,Whatsapp,300,300,20,Hayir
Isvec,Erkek,Dis,2500,Form,300,300,50,Hayir
Isvec,Erkek,Dis,2500,Whatsapp,300,400,50,Hayir
Almanya,Kadin,Dis,2500,Form,600,1000,150,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,600,2000,200,Hayir
Almanya,Kadin,Dis,2500,Telegram,600,100,10,Hayir
Almanya,Erkek,Dis,2500,Form,600,2000,30,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,600,100,30,Hayir
Almanya,Erkek,Dis,2500,Telegram,600,300,50,Hayir
Almanya,Kadin,Dis,2500,Form,600,1000,150,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,600,2000,200,Hayir
Almanya,Kadin,Dis,2500,Telegram,600,100,10,Hayir
Almanya,Erkek,Dis,2500,Form,600,2000,30,Hayir
Almanya,Erkek,Dis,2500,Whatsapp,600,100,30,Hayir
Almanya,Erkek,Dis,2500,Telegram,600,300,50,Hayir
Almanya,Kadin,Dis,2500,Form,600,1000,150,Hayir
Almanya,Kadin,Dis,2500,Whatsapp,600,2000,200,Hayir
